State,ssvf_award_total,Number of CoCs,Homeless Veterans,Sheltered Total Homeless Veterans,Unsheltered Homeless Veterans,Year,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients **,Sheltered ES Homeless Veterans,Sheltered TH Homeless Veterans,Sheltered SH Homeless Veterans
Delaware,937160.0,1.0,74,74,0,2021,68849.966454407,618384.2465901872,331094.484,7614.6382,29091.541000000005,0.0,749.8941,4757.672,245076.0172901872,19273,41,33,0
District of Columbia,1265661.25,1.0,187,161,26,2021,28285.9723043,3358464.6099150665,121978.64,518395.0007199999,28172.276,0.0,2383035.3054299993,1885.811,304997.57676506764,7794,73,85,3
Florida,27503179.0,27.0,2011,1583,428,2021,1492176.3685823437,17339261.63822029,9097791.214999998,101972.64673,907006.2771299997,0.0,62440.32501000001,96039.27899999998,7074011.895350296,560705,704,739,140
Georgia,6270905.0,9.0,297,296,1,2021,689273.7543180885,8375307.869948625,5137529.937999999,5683.17246,493320.8210000001,0.0,33757.82636,40150.886999999995,2664865.2251286227,231820,172,124,0
Guam,663933.0,1.0,12,12,0,2021,11516.092236043301,133401.85319404153,83300.648,0.0,10433.65,0.0,0,503.809,39163.746194041545,3339,11,1,0
Hawaii,3296636.0,2.0,153,153,0,2021,112756.384480469,1193586.80183856,622003.4219999999,1296.2394500000003,140403.63,0.0,5156.38405,12197.283,412529.8433385601,30844,86,39,28
Idaho,329508.0,2.0,128,96,32,2021,122536.3759595729,1385858.6658154395,706314.2079999998,9082.627900000001,55789.063,0.0,7315.87958,7561.495999999998,599795.3913354399,49229,52,44,0
Illinois,7815006.0,19.0,402,360,42,2021,591268.7200267593,5524147.195454932,2433778.4040000006,24018.10265,235744.24900000007,0.0,21040.94628,46348.130999999994,2763217.362524933,172127,174,165,21
Indiana,4827011.0,2.0,495,462,33,2021,402387.2366180898,3629977.343254038,1689526.7820000001,15599.175640000001,122573.202,0.0,37561.176490000005,21673.346000000005,1743043.6611240385,127868,232,207,23
Iowa,2423488.0,3.0,120,112,8,2021,194954.41211837824,1784817.2742605307,795280.8130000001,26.419040000000003,58131.81,0.0,11128.606569999998,12440.603,907809.022650531,69334,63,24,25
Kentucky,1949158.0,3.0,266,254,12,2021,284802.5022019809,3136104.111448116,1566618.9950000006,15332.35094,113372.09099999999,0.0,30547.06473,13364.146000000002,1396869.4637781167,102121,87,167,0
Louisiana,4160481.0,7.0,266,262,4,2021,282998.82680575474,3252676.626850261,1662874.778,2937.70643,117436.36900000002,0.0,16148.554780000002,14784.720000000001,1438494.4986402607,91792,99,138,25
Maine,2227523.0,1.0,91,91,0,2021,106833.55806664962,1326071.982387805,680079.36,4041.07375,39571.743,0.0,12542.95608,6554.554000000001,583282.2955578051,41443,52,39,0
Maryland,5623432.0,12.0,281,261,20,2021,377771.71001185966,3813842.220965999,2061732.1479999998,2076.04775,295847.73400000005,0.0,11258.347440000001,24293.634000000002,1418634.3097759993,91087,148,105,8
Massachusetts,5611315.0,12.0,534,505,29,2021,305706.7038010924,3247949.806589825,1399960.3900000001,36888.762319999994,185517.343,0.0,14841.849400000001,28778.041,1581963.4208698254,90000,212,244,49
Michigan,7929433.0,20.0,498,495,3,2021,554280.6949068328,4913175.316274486,2571841.588,9177.41496,176350.82,0.0,20206.77725,34189.646,2101409.070064486,160203,276,192,27
Minnesota,2839815.0,10.0,327,318,9,2021,304276.3045351503,3340230.098462754,1443854.5929999996,20118.18529,103291.31000000001,0.0,57987.78929999999,26529.642000000003,1688448.5788727538,122918,209,109,0
Mississippi,2154070.0,3.0,31,17,14,2021,182774.49236722788,2260382.7886366663,1187540.9160000002,-3265.0673400000014,76707.888,0.0,15342.017139999998,8197.178,975859.8568366658,68149,5,12,0
Missouri,3805847.0,8.0,352,298,54,2021,413741.52062652,4580035.620467724,2175595.848999999,66204.22847,150981.54899999997,0.0,70299.91016,24532.949999999993,2092421.133837726,147281,127,159,12
Montana,793652.8,1.0,110,110,.,2021,88351.89585799692,1060749.2976714983,488599.7340000001,7869.80193,34833.046,0.0,7665.24688,5412.572000000001,516368.8968614981,38113,39,71,0
Nebraska,1368686.0,3.0,129,122,7,2021,124299.67430986019,1479709.9252588344,724612.3700000001,13623.348140000002,52729.715,0.0,17012.01346,9663.507000000001,662068.9716588345,51505,79,23,20
Nevada,6502194.0,3.0,749,475,274,2021,218051.67929806525,2808728.831921766,1452358.0270000005,6682.319049999999,123151.838,0.0,10904.86004,11182.383,1204449.4048317657,83096,137,338,0
New Hampshire,1077227.0,3.0,119,100,19,2021,97271.4433987579,977811.6954974048,437669.134,5914.1085299999995,46630.727,0.0,5672.18792,7641.842000000001,474283.69604740496,32225,41,59,0
New Jersey,5690486.0,16.0,438,419,19,2021,328958.26711587486,2634877.38857757,1410428.935,8393.91468,182595.11200000005,0.0,10142.80835,30414.80699999999,992901.811547571,74747,179,239,1
New Mexico,2499740.0,2.0,169,101,68,2021,148377.32932553848,1877153.172176491,1008975.6830000001,10695.37369,59263.42600000001,0.0,9232.40311,7402.718999999998,781583.5673764903,53787,77,24,0
New York,20641001.0,24.0,1108,1097,11,2021,714106.8468535799,6967103.236056304,2950960.7849999997,107864.21264000001,396921.61799999984,0.0,64833.02057,61555.639,3384967.960846305,212369,705,333,59
North Carolina,8000668.0,12.0,706,646,60,2021,688259.113138794,9538329.900675528,5602822.531,16573.923020000002,477054.97299999977,0.0,56243.00919,45187.931,3340447.5334655284,257939,357,284,5
North Dakota,967094.0,1.0,34,29,5,2021,52605.41891982529,543456.9186347657,246422.0190000001,1327.70359,22788.875999999997,0.0,4127.11076,2439.0180000000005,266352.1912847658,20439,12,2,15
Ohio,9054177.0,9.0,505,502,3,2021,725990.9331624353,11090090.995954953,3069999.72,30203.72866,240872.41400000002,0.0,4344544.678860001,42335.264000000025,3362135.1904349504,240451,248,216,38
Oklahoma,4994927.0,8.0,199,178,21,2021,290265.7428394611,4102671.6692116405,2494142.084,3353.8669500000005,146167.329,0.0,51635.408090000004,14301.772000000003,1393071.2091716414,104675,112,66,0
Oregon,8522046.0,8.0,1000,706,294,2021,290034.9194915584,3461196.0918869674,1680652.6989999998,33365.89372,133106.967,0.0,20193.73881,16602.551999999996,1577274.2413569672,103417,422,276,8
Pennsylvania,10187028.0,16.0,782,724,58,2021,770807.5696078854,6646599.8891396625,3102184.1449999996,29790.556020000004,272298.76729,0.0,84880.18991999999,53587.886999999995,3103858.3439096636,231544,291,382,51
Puerto Rico,317039.0,2.0,5,5,0,2021,66256.38751786,1816484.2149540402,963757.3420000003,22506.808210000003,46445.45700000002,0.0,15099.13482,2226.810000000001,766448.6629240401,51421,2,3,0
Rhode Island,1178835.0,1.0,97,91,6,2021,60507.5228017006,652628.9656493233,273399.618,28395.28362,30336.511000000002,0.0,11019.99907,5169.231,304308.32295932324,19670,40,51,0
South Carolina,4400735.0,4.0,309,292,17,2021,393791.7161874301,5018320.670788946,2931543.0850000004,7781.02999,243039.56599999996,0.0,48624.93047,22771.257,1764560.8023289458,147362,131,161,0
South Dakota,1325834.0,1.0,31,31,0,2021,63950.0348287829,867916.6103007708,335235.25700000004,11871.315279999999,24233.42199999999,0.0,7192.00359,3898.8360000000002,485485.7764307709,30927,24,7,0
Tennessee,2978978.0,10.0,557,492,65,2021,449262.76970605773,5620546.601197601,3062957.143,11126.177350000002,240271.3709999999,0.0,42281.335750000006,24828.380999999998,2239082.1930975984,159886,241,247,4
Texas,20264849.0,11.0,1279,950,329,2021,1562560.1030986835,21731462.710300434,12230721.199000003,48377.350869999995,1322127.0152499995,873990.7080300001,94339.95342,86890.04299999998,7075016.440730434,545205,606,305,39
Utah,1081394.0,3.0,129,129,.,2021,132119.5787431495,1444800.7192713544,713445.1739999999,565.79086,90541.88799999999,0.0,25663.12125,7296.4349999999995,607288.3101613546,39216,55,74,0
Vermont,952071.0,2.0,103,103,0,2021,41221.39079275611,405570.2804043734,172618.852,0.0,16418.804000000004,0.0,2863.05777,2955.63,210713.93663437347,14626,78,25,0
Virginia,4300160.0,16.0,348,325,23,2021,713344.3388898325,7771009.250864851,4629666.492000001,52448.010890000005,732814.8140000001,0.0,32462.120229999997,41238.274,2282379.539744855,181473,261,26,38
Washington,9083209.0,6.0,832,832,0,2021,546891.8574525536,5323281.703004487,2972762.8669999996,22106.85494,382330.83900000004,0.0,33290.42334,26344.786000000004,1886445.9327244859,146323,549,249,34
West Virginia,2464449.0,4.0,95,75,20,2021,136124.07719776142,2606420.4870066675,898874.282,20313.1794,38426.30199999999,0.0,641067.11091,7093.797999999998,1000645.814696668,55346,48,26,1
Wisconsin,3335525.0,4.0,297,287,10,2021,342823.28685216827,3538859.071337592,1515682.0390000008,2895.0272299999997,114670.51400000004,0.0,48794.95614,24705.548000000006,1832110.9869675902,122859,92,195,0
Wyoming,1366620.0,1.0,19,19,0,2021,46844.40294399789,596070.1626611166,238318.654,532.83496,17807.340999999997,0.0,1801.53448,2202.809,335406.98922111647,19572,0,19,0
Alaska,1399525.0,2.0,134,108,26,2022,69837.60032347149,967004.8890584479,473760.11400000006,651.17335,43830.041000000005,0.0,26604.81713,1588.604,420570.13957844814,22411,97,11,0
Arizona,9509176.0,3.0,857,529,328,2022,498545.81316870154,6266920.583279999,3246146.1560000004,8312.63356,245975.06799999997,0.0,81030.51499,18188.247,2667267.9637299995,168652,156,313,60
Arkansas,2159003.0,5.0,92,57,35,2022,204197.32920040912,3259195.7372910012,1662002.2859999998,12168.118150000002,69982.26,0.0,25139.787879999996,6134.814999999999,1483768.4702609999,82767,28,29,0
California,78868070.0,44.0,10395,3003,7392,2022,1534710.467126647,22581253.5400288,11105352.457000002,369997.08654000005,1475731.2299999997,0.0,212298.90428999998,81408.14100000003,9336465.721198803,457283,1394,1373,236
Colorado,4415242.0,4.0,738,525,213,2022,374233.1376312685,4824082.702597998,2738169.6480000005,518.7725899999995,352538.31700000016,0.0,60847.59102,15502.343000000004,1656506.0309879999,113890,316,195,14
Connecticut,3609826.0,2.0,149,140,9,2022,158714.2061454386,1737328.51701,686352.341,6847.45546,81355.86600000001,0.0,13634.695619999997,12851.689999999999,936286.46893,47118,48,79,13
Delaware,897316.875,1.0,93,89,4,2022,68675.025158601,735793.90996,403484.334,2948.83115,22061.104,0.0,148.04169,3383.174,303768.42512,19162,54,35,0
District of Columbia,750000.0,1.0,208,172,36,2022,28002.971383260003,6111009.199959999,143512.165,375244.03403000004,30299.199,0.0,5194398.379129999,1476.308,366079.1148,7566,100,65,7
Florida,28878338.0,27.0,2279,1486,793,2022,1450597.142682016,20732298.345043033,11282128.961,95476.32847,850498.1629999998,0.0,146344.91403999997,67541.485,8290308.493533037,552430,645,752,89
Georgia,6584450.0,9.0,664,299,365,2022,678304.0347769955,10027085.876746902,6295547.087000003,24931.00372,469088.0860000002,0.0,79949.24197,24861.42600000001,3132709.0320568983,233027,138,161,0
Guam,697130.0,1.0,31,10,21,2022,12800.275702419,157945.09801999998,103454.718,0.0,10024.496,0.0,0,158.082,44307.80202,3498,10,0,0
Hawaii,4211468.0,2.0,306,147,159,2022,107209.8336221973,1400365.058583747,749605.807,7023.08709,131317.18,0.0,17610.889850000003,7427.049,487381.0456437471,30531,73,39,35
Idaho,345983.0,2.0,149,113,36,2022,126467.18553983147,1626423.2541254004,855427.397,4636.62823,53012.68000000003,0.0,11403.58732,3852.1610000000005,698090.8005753999,48704,62,51,0
Illinois,8705758.0,19.0,524,395,129,2022,569448.2509059948,6376914.785207802,2931142.255,23508.039380000006,215244.07400000005,0.0,42539.13238999999,34997.432,3129483.8524377993,165899,183,185,27
Indiana,5068362.0,2.0,482,443,39,2022,388082.5037554722,4230140.919737,2036383.5749999995,28241.48947,113272.16200000001,0.0,64434.19208000001,14124.041000000001,1973685.4601869998,126051,234,191,18
Iowa,2544663.0,3.0,141,123,18,2022,182639.51810943487,2066115.6558281167,964041.991,88.5236,54084.96800000002,0.0,15584.630280000001,9771.372000000003,1022544.1709481161,67682,71,29,23
Kentucky,2046616.0,3.0,328,285,43,2022,272088.0469604983,3684434.800958298,1853443.5329999996,52277.79125999999,102239.417,0.0,51236.35924999999,9522.521000000004,1615715.1794482998,99517,112,173,0
Louisiana,6810516.0,7.0,322,270,52,2022,267173.7364355774,3810097.0361806005,1987402.6319999998,2480.45956,112920.52000000002,0.0,25476.71199,9948.063999999995,1671868.6486305997,89174,124,120,26
Maine,2338899.0,1.0,243,237,6,2022,107749.65566160061,1569248.4487599998,797809.3539999998,5744.80349,34970.386000000006,0.0,20897.57059,4916.041,704910.2936800001,41210,189,47,1
Maryland,5904603.0,11.0,303,263,40,2022,355787.0639377798,4467911.116973,2509625.819,11861.974090000002,277111.321,0.0,18526.74479,18168.554,1632616.7040930002,89750,112,141,10
Massachusetts,5891881.0,12.0,534,507,27,2022,285971.36622296495,3721430.7308968003,1617858.7600000002,26589.794130000002,159671.70900000003,0.0,21500.698750000003,21228.660000000003,1874581.1090167998,84478,163,293,51
Michigan,8980126.0,20.0,498,463,35,2022,530586.0657461539,5802859.382224,3046216.739000001,10225.09633,160150.03499999995,0.0,42793.36296000001,25236.120000000003,2518238.0289339996,157648,264,168,31
Minnesota,2981806.0,10.0,290,257,33,2022,294232.4587039239,3878250.6978712017,1705140.1389999995,21510.82096,94182.54600000002,0.0,94125.10841,18276.053999999986,1945016.0295012002,119335,162,95,0
Mississippi,2261774.0,3.0,139,35,104,2022,181855.2596134856,2718673.6942010005,1437256.9379999994,11220.00921,73992.69900000001,0.0,24579.482849999997,5783.236000000001,1165841.3291409996,66893,16,19,0
Missouri,3996139.0,8.0,476,389,87,2022,399154.0984458533,5469740.923232001,2614087.854,63487.594,140001.862,0.0,116541.89998000002,15971.922000000002,2519649.7912520003,143961,183,190,16
Montana,793652.8,1.0,172,142,30,2022,86399.2151515534,1256138.3333902005,598424.0970000001,44.394660000000144,34617.97,0.0,11952.54898,3739.517999999999,607359.8047502,37708,121,21,0
Nebraska,1437120.0,3.0,145,140,5,2022,119645.3378760119,1797123.9967523697,856674.0830000001,8057.3818599999995,47540.132,0.0,41182.08525,6884.195,836786.1196423703,49221,108,32,0
Nevada,6827304.0,3.0,752,545,207,2022,216625.89139331432,3349472.6833025,1764185.696,1895.6198399999998,126587.63800000002,0.0,16801.071160000003,6449.978999999999,1433552.6793025,81648,221,324,0
New Hampshire,1131088.0,3.0,127,115,12,2022,96358.36787816921,1114683.6288400001,520526.654,698.14912,40226.827,0.0,7408.64655,6137.911000000001,539685.44117,31681,51,63,1
New Jersey,5975011.0,16.0,479,433,46,2022,310801.7124942287,3069627.93215,1672534.3460000004,1068.64946,166257.15599999996,0.0,14688.66701,27414.873999999996,1187664.2396800003,73862,233,200,0
New Mexico,2624727.0,2.0,91,71,20,2022,144133.69366626444,2199677.2460853993,1180440.383,8126.88167,56027.397999999994,0.0,19254.69469,5897.543,929930.3457253999,53363,52,19,0
New York,23351512.0,24.0,990,965,25,2022,688611.266236216,8037612.277735003,3453580.2619999987,126555.16224,349429.00399999996,0.0,111708.39451000001,48415.952,3947923.502984999,203533,573,338,54
North Carolina,8400701.0,12.0,687,549,138,2022,687363.9397976968,11187657.6531853,6749659.840999997,19161.05035,443522.6880000001,0.0,91086.14214000001,30260.621999999992,3853967.3096952997,258645,274,264,11
North Dakota,1015449.0,1.0,37,36,1,2022,50833.7082939918,635011.8170172,296914.01700000005,891.56281,20849.231000000003,0.0,5941.1878,1780.809,308635.00940720004,20082,19,1,16
Ohio,9506887.0,9.0,633,543,90,2022,695454.4704635304,12041353.200739,3689790.2780000004,32091.2778,221542.24300000007,0.0,4228465.09772,30324.22199999999,3839140.082219001,236398,251,252,40
Oklahoma,5244674.0,8.0,273,148,125,2022,281728.25454352057,4931346.407367299,2956395.785000001,43730.56269,135929.90699999995,0.0,139950.62370000003,10957.650000000003,1644381.8789772997,104891,102,44,2
Oregon,8948148.0,8.0,1460,741,719,2022,271871.25262082176,3910882.747137,1929005.788,26044.50101,119250.849,0.0,34834.43343,12124.964000000002,1789622.211697,98257,384,334,23
Pennsylvania,10696379.0,16.0,778,746,32,2022,719233.2924203485,7782109.558089,3659098.2170000016,25844.308620000003,247156.176,0.0,141677.37921999997,39918.094999999994,3668415.3822490005,224086,359,334,53
Puerto Rico,332891.0,2.0,70,13,57,2022,73146.2890477,2160007.3288264647,1131842.2689999999,21496.532550000004,45888.422,0.0,29115.272280000005,1327.6229999999998,930337.2099964652,50417,1,12,0
Rhode Island,1178835.0,1.0,113,104,9,2022,58026.3085741314,739266.1130100001,319946.11799999996,10400.774609999999,30723.727,0.0,20993.304740000007,3171.526,354030.66266,18315,33,71,0
South Carolina,4297665.0,4.0,359,282,77,2022,388404.35646679427,5995323.445345,3570675.8929999997,7514.97733,228938.20300000004,0.0,84913.49313999999,15782.628999999995,2087498.2498750002,147309,133,149,0
South Dakota,1392126.0,1.0,40,38,2,2022,63321.9906418396,1037296.8728685,410905.34,8660.19391,22800.631,0.0,10337.18456,2694.8429999999985,581898.6803985,30335,30,8,0
Tennessee,3127927.0,10.0,549,364,185,2022,444481.51352781034,6678287.699129997,3698620.6040000003,28485.760109999996,225193.21700000003,0.0,69873.82116999998,15039.350999999995,2641074.9458500007,160490,159,204,1
Texas,21278090.0,11.0,1711,1078,633,2022,1543167.5838824634,27393443.636711046,15054720.345000006,92146.86610000001,1254452.216999999,2137948.13936,213018.97390999997,54707.877000000015,8586449.218341054,550976,641,364,73
Utah,1135464.0,3.0,155,116,39,2022,128922.07818636979,1733319.7338183,866975.605,2160.1164200000003,90735.70000000001,0.0,71762.20313000004,6176.634000000001,695509.4752683002,39084,58,58,0
Vermont,952071.0,2.0,100,96,4,2022,39731.4731152202,469723.803219,203556.56600000002,0.0,14050.862,0.0,3458.1453899999997,2195.6020000000003,246462.627829,13882,63,33,0
Virginia,4515169.0,16.0,392,345,47,2022,691325.4629055558,9116151.6959581,5658845.201000003,50857.56374000001,678526.1370000002,0.0,62357.26240999998,25752.082,2639813.4498081,181061,289,29,27
Washington,11037369.0,6.0,1569,705,864,2022,533345.5304762771,6218866.293714001,3491308.397,13870.0756,348485.31899999996,0.0,107764.52567,19670.788000000004,2237767.1884439993,140102,444,246,15
West Virginia,2587672.0,4.0,122,105,17,2022,128326.19361155498,3194580.576856001,1057991.098,16400.93663,36753.029000000024,0.0,904181.9268799998,4482.557000000001,1174771.0293459997,54255,70,35,0
Wisconsin,3502301.0,4.0,341,336,5,2022,331650.16758157045,4119082.4498616015,1820344.4160000004,8300.488400000002,103083.24400000002,0.0,70880.08959000002,18779.808,2097694.4038716,121102,123,212,1
Wyoming,1366620.0,1.0,68,62,6,2022,45434.99009439229,735598.907863,297128.69800000003,5880.2787,17698.304000000004,0.0,350.46687000000003,1840.6669999999997,412700.49329300004,19428,42,20,0
Alaska,1427515.0,2.0,119,102,17,2023,68985.45953504999,1004792.5685464811,520133.18000000005,1395.81427,53547.272,0.0,8396.590709999997,1188.5449999999998,420131.166566481,23059,85,17,0
Arizona,8394519.0,3.0,932,646,286,2023,495038.3206622349,6746105.881770178,3500626.917,890.27657,306093.995,0.0,97119.49821000002,13668.618999999999,2827706.575990178,168875,259,337,50
Arkansas,2202183.0,5.0,205,121,84,2023,201272.3881116144,3444375.1168145402,1775582.3669999996,4034.38221,82777.951,0.0,26412.59677999999,5089.171,1550478.64882454,82755,83,38,0
California,81884386.0,44.0,10589,3153,7436,2023,1487167.0912032975,25241853.49425138,11821311.681,1336922.0231399997,1623224.7349999999,0.0,770926.56706,60331.789000000004,9629136.699051384,453584,1308,1397,448
Colorado,4503547.0,4.0,1022,644,378,2023,369318.07463980623,6164495.884780006,2959105.514,2596.6850999999997,392639.869,0.0,1064140.64545,10943.070999999996,1735070.1002300065,115322,437,182,25
Connecticut,3682023.0,2.0,165,148,17,2023,153086.7601921411,1809002.1218625756,731210.6089999998,4657.27237,99157.47200000001,0.0,20574.470579999994,10739.07,942663.2279125757,45931,32,100,16
Delaware,897316.875,1.0,79,69,10,2023,67723.054177175,803142.9092465683,443108.275,465.84863,30586.343999999997,0.0,166.00205,2318.4179999999997,326498.02156656835,19341,36,33,0
District of Columbia,1265661.25,1.0,218,167,51,2023,27255.21487485,10256317.729520783,156251.231,752634.4278400003,32163.758,0.0,8691190.71977001,795.246,623282.3469107724,7375,100,59,8
Florida,33868567.0,27.0,2558,1432,1126,2023,1432720.5739882838,22611404.91190952,12504921.335999997,8953.654199999999,1028365.7079999999,0.0,200250.48005,47183.22899999999,8821730.504659519,554965,617,724,91
Georgia,6716139.0,9.0,701,297,404,2023,673357.6204108675,10933329.568610013,6880597.114000003,10732.793889999999,532650.93,0.0,109313.29152000004,16936.733000000004,3383098.7062000125,239384,130,167,0
Guam,711073.0,1.0,24,7,17,2023,12543.409473377398,185471.04199081848,117266.625,0.0,10870.385,0.0,0,206.716,57127.31599081849,3675,7,0,0
Hawaii,3530697.0,2.0,317,171,146,2023,104764.6093816873,1511542.3965622364,811545.226,452.54995,141958.329,0.0,23298.479970000004,6457.315,527830.4966422365,31207,98,31,42
Idaho,352903.0,2.0,182,124,58,2023,126089.27423604591,1731502.261414218,926501.074,0.0,63396.550000000025,0.0,15639.936760000002,3485.813,722478.8876542179,49114,64,60,0
Illinois,6330012.0,19.0,523,382,141,2023,552775.0296444354,7959085.2526751645,3167395.301000001,2059492.08241,258754.58099999992,50.02193,-791884.28526,25229.965,3240047.5865951646,162984,159,200,23
Indiana,5010791.0,2.0,488,400,88,2023,380160.63885616313,4516491.658471647,2185707.2399999998,1379.09017,133119.50900000002,0.0,71528.66614,9874.450999999997,2114882.702161647,125570,174,201,25
Iowa,2595556.0,3.0,128,98,30,2023,177921.8882834388,2261805.6000319584,1035387.9770000001,154.91904,64059.51600000001,0.0,22243.2642,8818.741999999997,1131141.1817919589,66881,49,28,21
Kentucky,1237115.0,3.0,417,337,80,2023,267610.5869758286,3920024.0213702675,1983789.618999999,1288.4398200000003,120651.41399999998,0.0,59493.792980000006,7093.0470000000005,1747707.7085702685,98758,144,193,0
Louisiana,4455876.0,7.0,249,204,45,2023,261789.68648938087,4064969.792941877,2158350.343000001,1493.65162,129259.01599999999,0.0,31084.395260000005,7575.972000000001,1737206.415061877,88625,88,97,19
Maine,2385677.0,1.0,123,100,23,2023,105658.38784085191,1620945.751963533,839606.8130000001,514.10537,43345.35999999999,0.0,30249.74454,3787.95,703441.7790535333,41214,48,52,0
Maryland,3727321.0,10.0,291,264,27,2023,348458.96711326507,4834571.404660943,2762398.9470000006,1969.07509,311745.36699999997,0.0,46105.18944,13025.206,1699327.6201309427,91923,121,132,11
Massachusetts,6009719.0,12.0,545,512,33,2023,276061.6484343877,3760755.465783269,1686079.8900000001,1175.9402999999998,191117.952,0.0,27421.34177000001,16036.909000000001,1838923.4327132697,83311,194,274,44
Michigan,9052339.0,20.0,484,440,44,2023,516758.0462206072,6315431.122810037,3239203.311000001,1268.78221,195478.785,0.0,141549.62143000003,20320.319000000003,2717610.304170037,158647,241,162,37
Minnesota,3041442.0,10.0,336,281,55,2023,285734.0142897734,4050646.814474317,1789821.3540000007,713.69665,111893.81200000002,0.0,111382.19462000004,14559.239,2022276.518204316,116209,187,94,0
Mississippi,2307010.0,3.0,61,31,30,2023,179583.67126767297,2940538.815502552,1554275.0410000004,626.71888,86824.02099999998,0.0,29100.183839999998,4305.851,1265406.9997825527,67160,16,15,0
Missouri,4076062.0,8.0,569,426,143,2023,392041.27669782675,5654307.727571183,2785352.924000001,1767.1851100000001,160409.28699999998,0.0,130371.44708999997,13282.871000000003,2563124.0133711817,143810,196,211,19
Montana,1000000.0,1.0,207,144,63,2023,85246.72986299152,1365520.3997753805,651451.1699999999,0.0,40206.20199999999,0.0,15995.399950000003,2949.9979999999996,654917.6298253803,38231,108,36,0
Nebraska,1465862.0,3.0,132,121,11,2023,116960.83146517265,1816205.8457722955,918938.1040000005,3328.5187000000005,58576.869999999995,0.0,50483.24607,4356.937999999998,780522.1690022956,48563,89,32,0
Nevada,6963849.0,3.0,1094,539,555,2023,215626.96902086868,3674162.1352348546,1920074.088,260.9609,141401.696,0.0,24398.68636,5226.1810000000005,1582800.5229748543,81926,206,333,0
New Hampshire,1153710.0,3.0,100,90,10,2023,94259.9054615457,1200657.4631825732,550383.242,2.8388400000000003,46799.995,0.0,10161.501709999999,3060.5719999999997,590249.3136325732,31124,24,66,0
New Jersey,6094511.0,16.0,454,391,63,2023,299271.18830023444,3177079.048391019,1779762.259,69.23599,200792.344,0.0,-40072.68003999997,20704.831000000002,1215823.0584410187,73923,160,204,27
New Mexico,2653685.0,2.0,256,115,141,2023,141745.64362483492,2276544.0981706213,1242418.517,60.19431,64391.34800000002,0.0,20309.30693,4792.029,944572.7029306212,53072,86,29,0
New York,22288542.0,24.0,1098,1065,33,2023,663437.0000448459,8154033.617823574,3624645.2950000013,2721.2660399999995,403398.48599999986,0.0,136896.6727,34620.78999999999,3951751.108083577,197534,643,367,55
North Carolina,9484615.0,12.0,777,626,151,2023,680709.4567120872,12149385.223980742,7363225.219,2664.5434400000004,522912.4710000001,0.0,118529.84138,20725.036,4121328.1131607373,263407,293,319,14
North Dakota,1035758.0,1.0,27,19,8,2023,49787.96234595119,672292.7491495591,318950.6060000001,2339.57059,24478.422000000002,0.0,8067.868740000001,1838.3139999999996,316617.96781955916,20028,19,0,0
Ohio,9697025.0,9.0,623,536,87,2023,681105.7819911932,8514978.751453836,3953212.945,4860.11608,256809.91100000008,0.0,90567.54728999999,23484.441999999995,4186043.790083837,234970,223,270,43
Oklahoma,5349567.0,8.0,288,171,117,2023,277756.9355239061,5282778.544347295,3130855.219000001,2062.89922,160034.62899999996,0.0,161470.17525000012,7291.344000000002,1821064.2778772947,107583,118,51,2
Oregon,9127111.0,8.0,1575,686,889,2023,266690.28131903615,3996983.0750728273,1988849.9190000002,6.93172,128851.94400000002,0.0,40815.66418,7801.520999999998,1830657.0951728274,96430,388,278,20
Pennsylvania,8920161.0,16.0,826,723,103,2023,697654.8875931732,8172103.352993195,3899339.0050000004,7012.782810000001,287632.945,0.0,131260.52999000004,29862.269,3816995.8211931945,221184,316,349,58
Puerto Rico,339549.0,2.0,58,10,48,2023,69667.07991199978,2242711.380604103,1197690.7960000003,-2476.40349,53094.94099999999,0.0,59366.068849999996,1078.458,933957.520244104,50477,4,5,1
Rhode Island,1178835.0,1.0,100,94,6,2023,56212.1290445209,766491.9752777815,334729.76800000004,129.35936999999998,36122.703,0.0,46268.60265,1970.768,347270.77425778145,17883,29,65,0
South Carolina,4713186.0,4.0,393,314,79,2023,386240.28123545233,6423338.127809782,3897092.8909999994,2377.8675200000002,266214.154,0.0,100072.36997999997,12077.805,2145503.0403097826,149949,106,208,0
South Dakota,1419969.0,1.0,58,40,18,2023,62432.8125047526,1103459.2932223585,453314.327,1704.9837,26377.909,0.0,14627.004829999996,2496.303,604938.7656923586,30054,39,1,0
Tennessee,3126106.0,10.0,759,481,278,2023,440790.63114392996,7155947.2032423075,4012869.2280000015,2796.96259,264115.224,0.0,88236.54529999995,12097.296,2775831.947352308,162791,225,254,2
Texas,22203653.0,11.0,2036,1207,829,2023,1534356.0880908873,27662824.61229454,16674964.717000004,6604.41607,1458306.3630000004,25265.338809999997,220188.53911999988,44521.23600000001,9232974.002294548,567360,628,499,80
Utah,1158173.0,3.0,181,152,29,2023,127358.45060159481,1829307.054246951,935115.878,1316.35216,106681.90200000002,0.0,85771.01744999991,3724.554,696697.3506369512,39035,76,76,0
Vermont,952071.0,2.0,122,113,9,2023,38702.839987872896,486359.49365376175,210527.50199999998,0.0,16172.363999999998,0.0,3904.393989999999,1292.801,254462.43266376178,13723,47,66,0
